Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.1,,
Horizontal Delay,0,,
Sample Interval,0.0001,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,1,5
Vertical Position,1.98,0,-2.04
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
-4.431e-01,0.116391,1.98906,1.57422
-4.430e-01,0.123437,2.15203,1.56797
-4.429e-01,0.123203,2.08047,1.57031
-4.428e-01,0.119953,1.99719,1.57109
-4.427e-01,0.116391,2.01297,1.57812
-4.426e-01,0.123375,2.16203,1.56875
-4.425e-01,0.123422,2.09109,1.57656
-4.424e-01,0.119922,2.01313,1.57344
-4.423e-01,0.11675,2.04266,1.56797
-4.422e-01,0.123766,2.17266,1.57266
-4.421e-01,0.123594,2.09875,1.56875
-4.420e-01,0.120516,2.02875,1.57734
-4.419e-01,0.117531,2.06047,1.58125
-4.418e-01,0.12475,2.19031,1.57344
-4.417e-01,0.124297,2.12219,1.56641
-4.416e-01,0.124297,2.05969,1.56875
-4.415e-01,0.120937,1.98562,1.56094
-4.414e-01,0.117953,2.03281,1.57344
-4.413e-01,0.125188,2.14516,1.57422
-4.412e-01,0.124594,2.07328,1.575
-4.411e-01,0.121688,2.02109,1.57578
-4.410e-01,0.118891,2.07234,1.57344
-4.409e-01,0.125953,2.16844,1.56563
-4.408e-01,0.125875,2.09266,1.57109
-4.407e-01,0.123266,2.05297,1.575
-4.406e-01,0.117141,2.07812,1.57344
-4.405e-01,0.116922,2.05797,1.575
-4.404e-01,0.120109,2.00563,1.57266
-4.403e-01,0.127312,2.09422,1.57891
-4.402e-01,0.127078,2.04703,1.57891
-4.401e-01,0.124312,1.98078,1.57734
-4.400e-01,0.118125,2.03422,1.58906
-4.399e-01,0.12125,2.02438,1.5875
-4.398e-01,0.128406,2.06609,1.57891
-4.397e-01,0.125828,2.0125,1.57812
-4.396e-01,0.120031,2.05641,1.57109
-4.395e-01,0.119797,2.01406,1.58203
-4.394e-01,0.117266,1.99375,1.57578
-4.393e-01,0.115016,2.09422,1.58594
-4.392e-01,0.121984,2.1325,1.575
-4.391e-01,0.121875,2.02953,1.57656
-4.390e-01,0.119516,2.02797,1.56641
-4.389e-01,0.114422,2.13875,1.57891
-4.388e-01,0.114094,2.09969,1.57891
-4.387e-01,0.117203,2.0125,1.58125
-4.386e-01,0.124297,2.00797,1.57891
-4.385e-01,0.121734,1.98781,1.58047
-4.384e-01,0.116844,2.05531,1.58359
-4.383e-01,0.114687,2.03016,1.58828
-4.382e-01,0.113187,2.20203,1.58203
-4.381e-01,0.120125,2.205,1.58438
-4.380e-01,0.119734,2.10219,1.58047
-4.379e-01,0.119188,2.03172,1.58203
-4.378e-01,0.119141,1.97984,1.575
-4.377e-01,0.117234,2.00484,1.57891
-4.376e-01,0.116016,2.12578,1.57344
-4.375e-01,0.122625,2.10719,1.56875
-4.374e-01,0.122203,2.00813,1.57812
-4.373e-01,0.120172,2.02531,1.575
-4.372e-01,0.116375,2.15766,1.57578
-4.371e-01,0.115859,2.11953,1.56406
-4.370e-01,0.115719,2.04375,1.57578
-4.369e-01,0.115656,1.97437,1.57734
-4.368e-01,0.118688,2.01719,1.57812
-4.367e-01,0.125406,2.16141,1.58516
-4.366e-01,0.122328,2.05578,1.58125
-4.365e-01,0.115172,1.97156,1.575
-4.364e-01,0.118125,1.98234,1.57266
-4.363e-01,0.122312,2.10844,1.57734
-4.362e-01,0.115703,2.03891,1.58438
-4.361e-01,0.118828,2.04203,1.57812
-4.360e-01,0.126125,2.15313,1.57656
-4.359e-01,0.122453,2.08406,1.58047
-4.358e-01,0.115906,2.01094,1.57812
-4.357e-01,0.118875,2.01047,1.57891
-4.356e-01,0.126266,2.12484,1.57812
-4.355e-01,0.122969,2.05328,1.56406
-4.354e-01,0.119578,2.055,1.57422
-4.353e-01,0.126891,2.17984,1.57734
-4.352e-01,0.126563,2.07063,1.57109
-4.351e-01,0.123437,1.9425,1.57344
-4.350e-01,0.120484,2.01438,1.57344
-4.349e-01,0.124328,2.11109,1.575
-4.348e-01,0.119891,1.885,1.56641
-4.347e-01,0.124437,1.9575,1.56641
-4.346e-01,0.115344,1.98344,1.56875
-4.345e-01,0.112969,2.07563,1.56641
-4.344e-01,0.120016,2.1175,1.56406
-4.343e-01,0.119781,2.02141,1.56797
-4.342e-01,0.117172,1.98422,1.57109
-4.341e-01,0.114828,2.05203,1.56641
-4.340e-01,0.121906,2.11453,1.56797
-4.339e-01,0.121625,2.02406,1.56484
-4.338e-01,0.118766,1.99672,1.57422
-4.337e-01,0.116656,2.07313,1.57266
-4.336e-01,0.123672,2.11172,1.57266
-4.335e-01,0.123484,2.02813,1.57109
-4.334e-01,0.12075,1.99344,1.57031
-4.333e-01,0.118781,2.07281,1.56641
-4.332e-01,0.125719,2.10672,1.56641
-4.331e-01,0.125266,1.99609,1.56563
-4.330e-01,0.122766,1.96656,1.56406
-4.329e-01,0.117531,2.07578,1.57422
-4.328e-01,0.117484,2.0225,1.56484
-4.327e-01,0.115203,2.00109,1.56328
-4.326e-01,0.113687,2.10141,1.56172
-4.325e-01,0.120625,2.09406,1.56016
-4.324e-01,0.118484,2.03828,1.56641
-4.323e-01,0.113812,2.15641,1.56719
-4.322e-01,0.113812,2.12828,1.55938
-4.321e-01,0.116328,2.00859,1.55859
-4.320e-01,0.121453,2.02156,1.56172
-4.319e-01,0.117078,2.12438,1.56172
-4.318e-01,0.116734,2.07375,1.55703
-4.317e-01,0.116563,1.99672,1.55703
-4.316e-01,0.119641,2.02687,1.56094
-4.315e-01,0.123547,2.1225,1.56328
-4.314e-01,0.119625,2.09172,1.55547
-4.313e-01,0.123328,2.20875,1.55547
-4.312e-01,0.119234,1.95875,1.56094
-4.311e-01,0.123328,2.07297,1.55781
-4.310e-01,0.119609,2.06578,1.56484
-4.309e-01,0.126453,2.20641,1.55625
-4.308e-01,0.126156,2.12891,1.55781
-4.307e-01,0.122953,2.04984,1.55781
-4.306e-01,0.1195,2.06359,1.5625
-4.305e-01,0.126625,2.19,1.56484
-4.304e-01,0.126406,2.11234,1.56797
-4.303e-01,0.123078,2.05422,1.56016
-4.302e-01,0.119828,2.06937,1.55078
-4.301e-01,0.127031,2.19188,1.55938
-4.300e-01,0.126609,2.10266,1.56719
-4.299e-01,0.123516,2.03828,1.55625
-4.298e-01,0.116969,2.00703,1.55781
-4.297e-01,0.120234,2.02859,1.54766
-4.296e-01,0.127391,2.1275,1.56016
-4.295e-01,0.124234,2.06672,1.55234
-4.294e-01,0.117906,2.03344,1.55
-4.293e-01,0.120953,2.05406,1.55625
-4.292e-01,0.128266,2.1375,1.55234
-4.291e-01,0.125266,2.08078,1.54844
-4.290e-01,0.11925,2.06,1.5625
-4.289e-01,0.116156,2.04047,1.55547
-4.288e-01,0.113844,2.09906,1.55391
-4.287e-01,0.121141,2.155,1.56016
-4.286e-01,0.120609,2.07125,1.56016
-4.285e-01,0.118141,2.03953,1.54922
-4.284e-01,0.115641,2.11391,1.56094
-4.283e-01,0.122828,2.15734,1.55313
-4.282e-01,0.122359,2.06813,1.56094
-4.281e-01,0.120016,2.04422,1.56016
-4.280e-01,0.114328,2.09375,1.55781
-4.279e-01,0.117312,2.09406,1.55313
-4.278e-01,0.124578,2.10109,1.55234
-4.277e-01,0.121937,2.05688,1.56328
-4.276e-01,0.116437,2.09406,1.55938
-4.275e-01,0.119688,2.0525,1.56328
-4.274e-01,0.126625,2.09781,1.55938
-4.273e-01,0.126453,2.01484,1.55859
-4.272e-01,0.123672,2.01656,1.55781
-4.271e-01,0.1185,2.08828,1.55703
-4.270e-01,0.118531,2.04922,1.55703
-4.269e-01,0.121594,1.9975,1.55
-4.268e-01,0.126406,2.04203,1.55
-4.267e-01,0.121109,2.11313,1.54766
-4.266e-01,0.120875,2.07234,1.55078
-4.265e-01,0.120953,1.99234,1.55703
-4.264e-01,0.118422,1.99984,1.55703
-4.263e-01,0.117375,2.12438,1.55
-4.262e-01,0.124047,2.10016,1.55
-4.261e-01,0.123641,2.00203,1.55781
-4.260e-01,0.121578,2.02672,1.55156
-4.259e-01,0.117266,2.13078,1.55313
-4.258e-01,0.117094,2.10312,1.54219
-4.257e-01,0.116828,2.04172,1.55313
-4.256e-01,0.119906,2.03281,1.54609
-4.255e-01,0.123797,2.15453,1.55234
-4.254e-01,0.116484,2.05453,1.54844
-4.253e-01,0.116281,1.97813,1.54609
-4.252e-01,0.1195,1.96719,1.55234
-4.251e-01,0.123531,2.05625,1.54922
-4.250e-01,0.116453,2.0275,1.55781
-4.249e-01,0.119812,2.02297,1.54922
-4.248e-01,0.123922,2.12625,1.55547
-4.247e-01,0.117297,2.06453,1.55156
-4.246e-01,0.120312,2.05688,1.56016
-4.245e-01,0.127234,2.14516,1.57109
-4.244e-01,0.124125,2.06312,1.55859
-4.243e-01,0.114969,2.01297,1.55781
-4.242e-01,0.111953,2.05281,1.56016
-4.241e-01,0.118516,2.13047,1.55938
-4.240e-01,0.118469,2.04141,1.5625
-4.239e-01,0.115656,1.98328,1.5625
-4.238e-01,0.112656,2.01703,1.55313
-4.237e-01,0.119969,2.10734,1.55156
-4.236e-01,0.11725,2.03469,1.55859
-4.235e-01,0.114672,2.05969,1.5625
-4.234e-01,0.121344,2.12234,1.55625
-4.233e-01,0.118734,2.05406,1.55625
-4.232e-01,0.116422,2.10312,1.55625
-4.231e-01,0.123109,2.14562,1.5625
-4.230e-01,0.122984,2.05094,1.56328
-4.229e-01,0.120266,2.01125,1.55859
-4.228e-01,0.118078,2.07906,1.55859
-4.227e-01,0.125172,2.12562,1.5625
-4.226e-01,0.124766,2.03063,1.54844
-4.225e-01,0.12225,1.98703,1.55156
-4.224e-01,0.11975,2.05906,1.55703
-4.223e-01,0.126734,2.08531,1.55313
-4.222e-01,0.124359,2.03094,1.55313
-4.221e-01,0.119141,2.07672,1.55547
-4.220e-01,0.118766,2.00703,1.54844
-4.219e-01,0.116531,1.99016,1.55234
-4.218e-01,0.114781,2.07938,1.55703
-4.217e-01,0.121656,2.04969,1.54141
-4.216e-01,0.119266,1.98594,1.54609
-4.215e-01,0.118063,2.05219,1.54688
-4.214e-01,0.1245,2.02625,1.54922
-4.213e-01,0.122156,2.02172,1.55
-4.212e-01,0.117859,2.12391,1.55313
-4.211e-01,0.117781,2.07141,1.55156
-4.210e-01,0.117594,1.99969,1.55078
-4.209e-01,0.120547,1.98359,1.54609
-4.208e-01,0.124234,2.09016,1.54609
-4.207e-01,0.117266,2.03203,1.55
-4.206e-01,0.120141,2.03922,1.55781
-4.205e-01,0.124297,2.15453,1.56484
-4.204e-01,0.117391,2.07156,1.55078
-4.203e-01,0.117016,1.99625,1.55156
-4.202e-01,0.119969,2,1.55156
-4.201e-01,0.124,2.1125,1.55234
-4.200e-01,0.117359,2.04438,1.55781
-4.199e-01,0.120391,2.04719,1.56016
-4.198e-01,0.127281,2.14578,1.56016
-4.197e-01,0.124094,2.07984,1.56641
-4.196e-01,0.117531,2.01812,1.56328
-4.195e-01,0.120719,2.02312,1.55938
-4.194e-01,0.124844,2.09938,1.55547
-4.193e-01,0.115844,2.03766,1.56484
-4.192e-01,0.112922,2.1,1.55859
-4.191e-01,0.119937,2.17453,1.5625
-4.190e-01,0.119547,2.07766,1.55313
-4.189e-01,0.116812,2.0175,1.55078
-4.188e-01,0.114312,2.06328,1.55156
-4.187e-01,0.12125,2.1425,1.55156
-4.186e-01,0.120984,2.06344,1.55391
-4.185e-01,0.118125,1.99219,1.55234
-4.184e-01,0.115609,2.04937,1.55313
-4.183e-01,0.122766,2.09344,1.54844
-4.182e-01,0.119875,2.01953,1.55313
-4.181e-01,0.117578,2.11547,1.55313
-4.180e-01,0.124719,2.15437,1.55391
-4.179e-01,0.124297,2.06266,1.54688
-4.178e-01,0.121531,2.03688,1.55547
-4.177e-01,0.116187,2.05875,1.55313
-4.176e-01,0.119266,2.04516,1.54844
-4.175e-01,0.126234,2.06344,1.54766
-4.174e-01,0.1235,2.01391,1.55391
-4.173e-01,0.118344,2.05812,1.55156
-4.172e-01,0.121344,2.02438,1.55
-4.171e-01,0.125844,2.04391,1.55703
-4.170e-01,0.12075,2.10422,1.55234
-4.169e-01,0.120344,2.07344,1.55
-4.168e-01,0.118063,2.05078,1.55859
-4.167e-01,0.113609,2.13547,1.55938
-4.166e-01,0.116609,2.0925,1.55313
-4.165e-01,0.123141,2.02453,1.54844
-4.164e-01,0.120875,1.97797,1.55
-4.163e-01,0.116703,2.07328,1.54922
-4.162e-01,0.116187,2.04734,1.55703
-4.161e-01,0.116156,1.96516,1.55391
-4.160e-01,0.119312,1.98063,1.54141
-4.159e-01,0.123125,2.09563,1.54922
-4.158e-01,0.115766,1.99047,1.54766
-4.157e-01,0.119078,1.99063,1.55625
-4.156e-01,0.122844,2.09625,1.55625
-4.155e-01,0.115875,1.99109,1.55703
-4.154e-01,0.119141,2.00047,1.55078
-4.153e-01,0.125984,2.11781,1.55391
-4.152e-01,0.122688,1.97188,1.56563
-4.151e-01,0.119156,1.95875,1.55703
-4.150e-01,0.123359,2.09734,1.55938
-4.149e-01,0.116469,2.0175,1.55703
-4.148e-01,0.119812,1.99953,1.55234
-4.147e-01,0.124141,2.105,1.55391
-4.146e-01,0.117547,2.05812,1.55938
-4.145e-01,0.114719,1.99,1.56016
-4.144e-01,0.111797,1.96766,1.56328
-4.143e-01,0.118828,2.03641,1.56328
-4.142e-01,0.116125,1.94984,1.56328
-4.141e-01,0.113563,1.99359,1.55703
-4.140e-01,0.120375,2.04688,1.55078
-4.139e-01,0.117703,1.96109,1.55
-4.138e-01,0.115234,2.01938,1.54688
-4.137e-01,0.122344,2.06188,1.54922
-4.136e-01,0.119578,1.97594,1.55703
-4.135e-01,0.117156,2.04453,1.55391
-4.134e-01,0.124109,2.07203,1.55156
-4.133e-01,0.121422,1.99438,1.54766
-4.132e-01,0.119547,2.06797,1.54531
-4.131e-01,0.126578,2.07297,1.55625
-4.130e-01,0.123766,1.97719,1.54297
-4.129e-01,0.116547,2.05453,1.54297
-4.128e-01,0.112094,2.18641,1.55078
-4.127e-01,0.115328,2.11484,1.54688
-4.126e-01,0.121922,2.04969,1.54922
-4.125e-01,0.119578,1.97906,1.54688
-4.124e-01,0.118156,2.08016,1.54219
-4.123e-01,0.124719,2.04453,1.54688
-4.122e-01,0.122531,1.97672,1.54688
-4.121e-01,0.117828,2.06016,1.54922
-4.120e-01,0.117594,2.00687,1.55781
-4.119e-01,0.120906,1.98672,1.55078
-4.118e-01,0.124563,2.09594,1.55313
-4.117e-01,0.117531,2.05641,1.55234
-4.116e-01,0.120609,2.03359,1.54453
-4.115e-01,0.124484,2.14469,1.55234
-4.114e-01,0.117781,2.02547,1.54688
-4.113e-01,0.117672,2.00891,1.55156
-4.112e-01,0.117406,1.95781,1.54141
-4.111e-01,0.115766,1.88375,1.54844
-4.110e-01,0.115641,2.08047,1.55234
-4.109e-01,0.122734,2.19828,1.55156
-4.108e-01,0.122453,2.09781,1.56094
-4.107e-01,0.119484,2.01453,1.55313
-4.106e-01,0.116172,2.01156,1.54688
-4.105e-01,0.123453,2.10719,1.53984
-4.104e-01,0.120391,2.03672,1.54609
-4.103e-01,0.117484,2.03938,1.54688
-4.102e-01,0.124703,2.11609,1.54531
-4.101e-01,0.121344,2.045,1.55078
-4.100e-01,0.119,2.06703,1.54844
-4.099e-01,0.126078,2.14422,1.55156
-4.098e-01,0.122906,2.07406,1.54609
-4.097e-01,0.116984,2.04625,1.55547
-4.096e-01,0.120063,2.05172,1.54922
-4.095e-01,0.127234,2.09484,1.54453
-4.094e-01,0.124484,2.03812,1.54297
-4.093e-01,0.122063,2.06719,1.54609
-4.092e-01,0.125797,2.04359,1.54688
-4.091e-01,0.121156,1.91109,1.54375
-4.090e-01,0.127266,2.11031,1.53672
-4.089e-01,0.124891,2.07281,1.54375
-4.088e-01,0.119906,2.10922,1.54609
-4.087e-01,0.119516,2.03625,1.54375
-4.086e-01,0.117188,2.02234,1.54063
-4.085e-01,0.115641,2.11031,1.54297
-4.084e-01,0.12225,2.05141,1.55
-4.083e-01,0.120109,1.96703,1.54063
-4.082e-01,0.115563,2.12219,1.54297
-4.081e-01,0.115359,2.06547,1.54922
-4.080e-01,0.118063,1.99203,1.54609
-4.079e-01,0.122922,2.01094,1.54297
-4.078e-01,0.118297,2.08859,1.55234
-4.077e-01,0.118031,2.04438,1.54922
-4.076e-01,0.116281,2.02781,1.53984
-4.075e-01,0.11525,2.1325,1.54844
-4.074e-01,0.121594,2.08328,1.54453
-4.073e-01,0.119625,2.05484,1.54297
-4.072e-01,0.116,2.195,1.54766
-4.071e-01,0.115719,2.10406,1.54922
-4.070e-01,0.115594,2.01672,1.54375
-4.069e-01,0.118391,2.02766,1.54922
-4.068e-01,0.125391,2.1325,1.55313
-4.067e-01,0.122391,2.01891,1.54531
-4.066e-01,0.118703,2.01797,1.55703
-4.065e-01,0.125875,2.12859,1.55078
-4.064e-01,0.122625,2.0275,1.55625
-4.063e-01,0.119453,2.03109,1.55703
-4.062e-01,0.126516,2.10734,1.54688
-4.061e-01,0.123344,1.99922,1.55
-4.060e-01,0.120312,2.03172,1.54609
-4.059e-01,0.127563,2.12328,1.54453
-4.058e-01,0.124641,2.02516,1.54688
-4.057e-01,0.115672,2.00406,1.54453
-4.056e-01,0.113203,2.06109,1.54844
-4.055e-01,0.120437,2.09156,1.54453
-4.054e-01,0.117703,2.00687,1.54531
-4.053e-01,0.115,2.05641,1.54531
-4.052e-01,0.12225,2.08359,1.53984
-4.051e-01,0.119484,2.01313,1.53906
-4.050e-01,0.117344,2.06922,1.53828
-4.049e-01,0.124375,2.08891,1.53047
-4.048e-01,0.12175,2.01969,1.54375
-4.047e-01,0.116422,2.055,1.54141
-4.046e-01,0.119422,2.01359,1.53359
-4.045e-01,0.124156,2.03766,1.54219
-4.044e-01,0.118875,2.08266,1.53594
-4.043e-01,0.118609,2.01688,1.54844
-4.042e-01,0.116609,1.995,1.54375
-4.041e-01,0.115172,2.08953,1.54766
-4.040e-01,0.121797,2.06578,1.53984
-4.039e-01,0.119594,2.00703,1.54453
-4.038e-01,0.11525,2.0975,1.54375
-4.037e-01,0.114828,2.03203,1.55078
-4.036e-01,0.11775,2.04797,1.56016
-4.035e-01,0.121453,2.17687,1.55234
-4.034e-01,0.114437,2.05969,1.55156
-4.033e-01,0.114266,1.97906,1.55313
-4.032e-01,0.117203,1.9975,1.55234
-4.031e-01,0.124203,2.14156,1.55156
-4.030e-01,0.120828,2.05969,1.55547
-4.029e-01,0.117031,2.05531,1.56094
-4.028e-01,0.124625,2.19781,1.55859
-4.027e-01,0.124375,2.10094,1.55391
-4.026e-01,0.120953,2.01734,1.56016
-4.025e-01,0.117266,2.02078,1.55938
-4.024e-01,0.124375,2.15156,1.55156
-4.023e-01,0.121219,2.07344,1.56016
-4.022e-01,0.117859,2.07422,1.55859
-4.021e-01,0.125172,2.18938,1.55391
-4.020e-01,0.124859,2.11156,1.55781
-4.019e-01,0.121766,2.03203,1.56172
-4.018e-01,0.118563,2.03938,1.55781
-4.017e-01,0.125641,2.16063,1.54922
-4.016e-01,0.125375,2.08438,1.55625
-4.015e-01,0.122594,2.02516,1.55859
-4.014e-01,0.119547,2.06516,1.55547
-4.013e-01,0.126719,2.15344,1.56016
-4.012e-01,0.123609,2.08906,1.56406
-4.011e-01,0.117391,2.06391,1.56094
-4.010e-01,0.120578,2.06797,1.55859
-4.009e-01,0.127734,2.13156,1.56094
-4.008e-01,0.124984,2.06625,1.55547
-4.007e-01,0.119078,2.06172,1.55781
-4.006e-01,0.118594,2.00516,1.56172
-4.005e-01,0.116047,1.97859,1.56094
-4.004e-01,0.113781,2.06203,1.56328
-4.003e-01,0.120781,2.0875,1.55313
-4.002e-01,0.118234,2.05297,1.54922
-4.001e-01,0.112875,2.11359,1.55078
-4.000e-01,0.115844,2.07156,1.55156
-3.999e-01,0.122922,2.06875,1.55078
-3.998e-01,0.120203,2.02641,1.55156
-3.997e-01,0.118266,2.11328,1.55156
-3.996e-01,0.122078,2.10125,1.54453
-3.995e-01,0.112797,1.96844,1.53672
-3.994e-01,0.110766,2.05906,1.54063
-3.993e-01,0.117703,2.06078,1.54688
-3.992e-01,0.115422,2.02875,1.54453
-3.991e-01,0.114031,2.14031,1.54688
-3.990e-01,0.120969,2.11859,1.54688
-3.989e-01,0.120844,2.05047,1.54609
-3.988e-01,0.118594,2.02813,1.54688
-3.987e-01,0.114187,2.13828,1.54922
-3.986e-01,0.117094,2.09906,1.55781
-3.985e-01,0.12375,2.04469,1.55313
-3.984e-01,0.121703,2.03094,1.55078
-3.983e-01,0.117469,2.1575,1.55
-3.982e-01,0.117172,2.10312,1.54219
-3.981e-01,0.116953,2.02578,1.55078
-3.980e-01,0.120156,2.04219,1.53516
-3.979e-01,0.124031,2.19813,1.53828
-3.978e-01,0.116906,2.11844,1.53672
-3.977e-01,0.116781,1.99656,1.52656
-3.976e-01,0.119641,2.00203,1.53906
-3.975e-01,0.124063,2.11156,1.54375
-3.974e-01,0.117406,2.05141,1.53984
-3.973e-01,0.120328,2.03812,1.54141
-3.972e-01,0.124453,2.13578,1.54844
-3.971e-01,0.117828,2.09266,1.54609
-3.970e-01,0.117578,2.015,1.54141
-3.969e-01,0.120594,2.03484,1.53906
-3.968e-01,0.127625,2.12203,1.55078
-3.967e-01,0.124766,2.03734,1.55156
-3.966e-01,0.115453,1.99797,1.54141
-3.965e-01,0.1125,2.06734,1.54531
-3.964e-01,0.119609,2.15094,1.54063
-3.963e-01,0.119297,2.03453,1.54219
-3.962e-01,0.116375,1.99469,1.53906
-3.961e-01,0.113687,2.05781,1.54531
-3.960e-01,0.120656,2.10906,1.54609
-3.959e-01,0.117875,2.03578,1.54766
-3.958e-01,0.115469,2.08734,1.54375
-3.957e-01,0.122797,2.15859,1.54453
-3.956e-01,0.122391,2.06047,1.53984
-3.955e-01,0.119766,2.02719,1.53984
-3.954e-01,0.117172,2.11687,1.54297
-3.953e-01,0.121047,2.12406,1.53984
-3.952e-01,0.116875,1.91281,1.54063
-3.951e-01,0.121563,1.97016,1.54141
-3.950e-01,0.119266,2.06109,1.53438
-3.949e-01,0.126406,2.08406,1.53984
-3.948e-01,0.124,2.03047,1.55
-3.947e-01,0.118375,2.09641,1.55625
-3.946e-01,0.118375,2.03828,1.55
-3.945e-01,0.116047,2.02297,1.54688
-3.944e-01,0.114781,2.1125,1.54375
-3.943e-01,0.121109,2.11187,1.55
-3.942e-01,0.120844,2.00422,1.54766
-3.941e-01,0.118828,2.00109,1.54844
-3.940e-01,0.117297,2.11172,1.54766
-3.939e-01,0.124234,2.09453,1.54453
-3.938e-01,0.123953,1.99766,1.54609
-3.937e-01,0.121656,2.00563,1.55547
-3.936e-01,0.117078,2.105,1.55078
-3.935e-01,0.116766,2.04547,1.54766
-3.934e-01,0.116672,1.97938,1.55234
-3.933e-01,0.119641,2.02719,1.5625
-3.932e-01,0.123281,2.16703,1.56719
-3.931e-01,0.116375,2.05781,1.55391
-3.930e-01,0.116125,1.99672,1.55156
-3.929e-01,0.11925,2.01328,1.55938
-3.928e-01,0.123344,2.16234,1.56016
-3.927e-01,0.116031,2.06422,1.5625
-3.926e-01,0.116125,2.00312,1.55938
-3.925e-01,0.118969,2.01641,1.55938
-3.924e-01,0.126109,2.16766,1.56484
-3.923e-01,0.123016,2.09938,1.55547
-3.922e-01,0.116125,1.995,1.55
-3.921e-01,0.118984,2.02672,1.55234
-3.920e-01,0.126391,2.16938,1.55078
-3.919e-01,0.123188,2.09641,1.54922
-3.918e-01,0.116391,1.99859,1.55938
-3.917e-01,0.119563,2.00344,1.54766
-3.916e-01,0.126625,2.17266,1.55234
-3.915e-01,0.126266,2.09984,1.55078
-3.914e-01,0.123422,2.0275,1.54141
-3.913e-01,0.120094,2.05109,1.54375
-3.912e-01,0.127219,2.18812,1.54609
-3.911e-01,0.127016,2.10109,1.54297
-3.910e-01,0.124031,2.01688,1.54922
-3.909e-01,0.117563,2.01703,1.55078
-3.908e-01,0.120828,2.03734,1.55547
-3.907e-01,0.127875,2.12516,1.55391
-3.906e-01,0.124906,2.02797,1.54688
-3.905e-01,0.116156,1.98891,1.54375
-3.904e-01,0.110234,2.11969,1.54766
-3.903e-01,0.110109,2.07187,1.55156
-3.902e-01,0.113187,2.02625,1.54844
-3.901e-01,0.120266,2.08641,1.54844
-3.900e-01,0.120063,2.01625,1.54297
-3.899e-01,0.117422,1.97562,1.5625
-3.898e-01,0.114969,2.07391,1.56406
-3.897e-01,0.122094,2.11406,1.55547
-3.896e-01,0.121641,2.02094,1.55313
-3.895e-01,0.119141,2.01078,1.55859
-3.894e-01,0.116906,2.10625,1.55313
-3.893e-01,0.124297,2.13266,1.54844
-3.892e-01,0.121563,2.0575,1.56016
-3.891e-01,0.115984,2.17297,1.55859
-3.890e-01,0.115984,2.13891,1.55625
-3.889e-01,0.119047,2.08422,1.55938
-3.888e-01,0.126094,2.08875,1.55547
-3.887e-01,0.123578,2.06016,1.56094
-3.886e-01,0.118078,2.14031,1.55938
-3.885e-01,0.117844,2.10172,1.55703
-3.884e-01,0.117594,2.03766,1.55234
-3.883e-01,0.120672,2.01391,1.54922
-3.882e-01,0.125484,2.04328,1.55547
-3.881e-01,0.120734,2.12359,1.55547
-3.880e-01,0.120453,2.09,1.55391
-3.879e-01,0.120234,2.01266,1.55234
-3.878e-01,0.117875,2.01453,1.56406
-3.877e-01,0.116172,2.10078,1.55547
-3.876e-01,0.12325,2.05625,1.55859
-3.875e-01,0.123203,2.02203,1.55859
-3.874e-01,0.120734,2.04031,1.55859
-3.873e-01,0.116172,2.16141,1.56797
-3.872e-01,0.116094,2.10047,1.55938
-3.871e-01,0.115922,2.02453,1.55703
-3.870e-01,0.115875,1.96703,1.55859
-3.869e-01,0.118984,2.00594,1.55156
-3.868e-01,0.123031,2.12422,1.55547
-3.867e-01,0.115719,2.01922,1.54297
-3.866e-01,0.118625,2.04406,1.54688
-3.865e-01,0.125766,2.18125,1.54766
-3.864e-01,0.122328,2.08234,1.55625
-3.863e-01,0.118531,2.06484,1.55859
-3.862e-01,0.125734,2.21734,1.55859
-3.861e-01,0.125641,2.14,1.55781
-3.860e-01,0.122344,2.05437,1.55938
-3.859e-01,0.118719,2.04672,1.55703
-3.858e-01,0.125891,2.19437,1.55156
-3.857e-01,0.125937,2.11609,1.55391
-3.856e-01,0.122453,2.03563,1.56094
-3.855e-01,0.119109,2.03313,1.55547
-3.854e-01,0.126344,2.17141,1.55781
-3.853e-01,0.125953,2.08766,1.56406
-3.852e-01,0.122844,1.99984,1.5625
-3.851e-01,0.119781,2.03781,1.55859
-3.850e-01,0.126937,2.18781,1.56094
-3.849e-01,0.124016,2.08438,1.55859
-3.848e-01,0.117563,2.03141,1.56328
-3.847e-01,0.120594,2.04094,1.56484
-3.846e-01,0.127625,2.10781,1.56172
-3.845e-01,0.124688,2.03656,1.56328
-3.844e-01,0.116094,2.02141,1.55391
-3.843e-01,0.113672,2.11922,1.55859
-3.842e-01,0.117703,2.16547,1.56094
-3.841e-01,0.113328,1.93609,1.5625
-3.840e-01,0.118016,1.99797,1.56172
-3.839e-01,0.115563,2.06203,1.56875
-3.838e-01,0.122812,2.10781,1.56719
-3.837e-01,0.122563,2.03734,1.56641
-3.836e-01,0.122297,2.00266,1.56484
-3.835e-01,0.119484,1.93563,1.56641
-3.834e-01,0.117359,2.01859,1.56484
-3.833e-01,0.124563,2.04719,1.56328
-3.832e-01,0.121844,1.99281,1.55938
