Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.1,,
Horizontal Delay,0,,
Sample Interval,0.0001,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,1,5
Vertical Position,1.98,0,-2.04
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
2.180e-02,0.123672,2.00016,1.58594
2.190e-02,0.121234,1.98234,1.57891
2.200e-02,0.118437,2.06766,1.57578
2.210e-02,0.126078,2.09016,1.57344
2.220e-02,0.125844,1.99578,1.57812
2.230e-02,0.123859,1.98047,1.57969
2.240e-02,0.118344,2.05641,1.57812
2.250e-02,0.118047,1.99922,1.58359
2.260e-02,0.11625,1.96125,1.58516
2.270e-02,0.113922,2.08484,1.58203
2.280e-02,0.121188,1.9975,1.58125
2.290e-02,0.119422,1.98266,1.58594
2.300e-02,0.11475,2.14219,1.58125
2.310e-02,0.114281,2.10484,1.57734
2.320e-02,0.116687,2.00922,1.57969
2.330e-02,0.122578,1.95297,1.58125
2.340e-02,0.118031,2.13469,1.56641
2.350e-02,0.117781,2.12406,1.58203
2.360e-02,0.117656,2.01469,1.58281
2.370e-02,0.117563,1.95094,1.58359
2.380e-02,0.120094,1.96969,1.58203
2.390e-02,0.124891,2.12016,1.57734
2.400e-02,0.117359,2.02125,1.57891
2.410e-02,0.119891,1.98813,1.57891
2.420e-02,0.127234,2.20078,1.57734
2.430e-02,0.124422,2.12938,1.575
2.440e-02,0.117391,2.06016,1.57891
2.450e-02,0.116891,2.00266,1.575
2.460e-02,0.1195,2.00328,1.575
2.470e-02,0.127219,2.14344,1.56797
2.480e-02,0.124328,2.05969,1.57109
2.490e-02,0.117266,2.02328,1.56953
2.500e-02,0.114563,1.97953,1.58125
2.510e-02,0.110687,1.99313,1.57578
2.520e-02,0.118063,2.12031,1.56797
2.530e-02,0.117922,2.06484,1.56875
2.540e-02,0.117922,2.03,1.56406
2.550e-02,0.120672,1.9825,1.5625
2.560e-02,0.125703,2.10188,1.56953
2.570e-02,0.118812,2.07672,1.56875
2.580e-02,0.118484,2.02641,1.58125
2.590e-02,0.116094,1.97359,1.57422
2.600e-02,0.112563,2.02266,1.57422
2.610e-02,0.120063,2.12844,1.57578
2.620e-02,0.119844,2.04266,1.56953
2.630e-02,0.117516,1.99828,1.56875
2.640e-02,0.114047,2.04813,1.56875
2.650e-02,0.121891,2.13703,1.57031
2.660e-02,0.121547,2.05797,1.57266
2.670e-02,0.119203,2.01422,1.57266
2.680e-02,0.115875,2.08422,1.57891
2.690e-02,0.123172,2.17,1.58359
2.700e-02,0.122984,2.08078,1.57578
2.710e-02,0.120812,2.04391,1.56797
2.720e-02,0.114703,2.07422,1.57578
2.730e-02,0.117406,2.07859,1.57891
2.740e-02,0.124937,2.12594,1.57656
2.750e-02,0.124828,2.01734,1.58438
2.760e-02,0.122281,1.99125,1.56875
2.770e-02,0.119078,2.07031,1.57891
2.780e-02,0.123828,2.07609,1.57812
2.790e-02,0.114125,1.89859,1.57344
2.800e-02,0.111438,1.99281,1.57812
2.810e-02,0.118797,2.00203,1.57812
2.820e-02,0.116812,1.95766,1.575
2.830e-02,0.114344,2.06937,1.58281
2.840e-02,0.122031,2.06234,1.58203
2.850e-02,0.120031,2.02281,1.58125
2.860e-02,0.115078,2.12703,1.57734
2.870e-02,0.114578,2.09094,1.575
2.880e-02,0.117266,2.01812,1.575
2.890e-02,0.124391,1.97422,1.57891
2.900e-02,0.122641,1.96203,1.57031
2.910e-02,0.117797,2.08906,1.57812
2.920e-02,0.117469,2.05234,1.57891
2.930e-02,0.117234,1.97234,1.57656
2.940e-02,0.119797,1.97828,1.57891
2.950e-02,0.1245,2.11953,1.57812
2.960e-02,0.116953,2.01859,1.57656
2.970e-02,0.119641,2.02016,1.57266
2.980e-02,0.124437,2.15609,1.575
2.990e-02,0.116844,2.03563,1.56797
3.000e-02,0.116797,1.97219,1.56641
3.010e-02,0.119281,1.96422,1.57344
3.020e-02,0.124406,2.07625,1.56875
3.030e-02,0.116953,2.00719,1.56719
3.040e-02,0.119563,2.00297,1.56563
3.050e-02,0.124891,2.09734,1.57031
3.060e-02,0.117734,2.04875,1.57578
3.070e-02,0.115,1.97859,1.575
3.080e-02,0.110969,1.96484,1.57031
3.090e-02,0.118594,2.07078,1.56641
3.100e-02,0.116031,1.99063,1.56641
3.110e-02,0.112156,2.00391,1.56719
3.120e-02,0.119703,2.10328,1.56328
3.130e-02,0.117344,2.02281,1.56406
3.140e-02,0.113703,2.04234,1.56953
3.150e-02,0.121297,2.13094,1.57656
3.160e-02,0.120937,2.02953,1.575
3.170e-02,0.118594,1.95219,1.57734
3.180e-02,0.11525,2.02266,1.57031
3.190e-02,0.123,2.10578,1.56797
3.200e-02,0.120484,2.02016,1.57031
3.210e-02,0.117234,2.05812,1.57734
3.220e-02,0.124734,2.11656,1.57734
3.230e-02,0.122563,2.04453,1.575
3.240e-02,0.1165,2.06203,1.57812
3.250e-02,0.119047,2.03375,1.57734
3.260e-02,0.126531,2.0425,1.57344
3.270e-02,0.124141,1.97469,1.57578
3.280e-02,0.118484,2.02047,1.57266
3.290e-02,0.116484,2.01016,1.57578
3.300e-02,0.114156,2.11359,1.58047
3.310e-02,0.121641,2.06562,1.57891
3.320e-02,0.119578,2.01,1.57266
3.330e-02,0.114531,2.10266,1.57734
3.340e-02,0.117203,2.05187,1.56953
3.350e-02,0.124234,1.99344,1.57266
3.360e-02,0.122234,1.93203,1.56797
3.370e-02,0.1175,2.03391,1.58359
3.380e-02,0.117172,1.98203,1.57344
3.390e-02,0.119703,1.98016,1.58203
3.400e-02,0.124281,2.12094,1.57578
3.410e-02,0.116859,2.02875,1.56953
3.420e-02,0.119625,2.03172,1.57656
3.430e-02,0.12425,2.15313,1.57734
3.440e-02,0.116609,2.06422,1.57734
3.450e-02,0.116422,1.98594,1.57109
3.460e-02,0.119156,1.98953,1.57656
3.470e-02,0.123969,2.13172,1.56875
3.480e-02,0.116781,2.03859,1.575
3.490e-02,0.119453,2.02906,1.56875
3.500e-02,0.126984,2.13453,1.57109
3.510e-02,0.123953,2.05437,1.56953
3.520e-02,0.116859,2.00547,1.56172
3.530e-02,0.119766,2.01016,1.56953
3.540e-02,0.127141,2.10391,1.57266
3.550e-02,0.124594,2.0325,1.56328
3.560e-02,0.117531,2.02203,1.56875
3.570e-02,0.117234,1.975,1.56641
3.580e-02,0.119781,1.90203,1.56406
3.590e-02,0.125047,2.02297,1.56094
3.600e-02,0.116094,2.02,1.55703
3.610e-02,0.112719,2.06141,1.55938
3.620e-02,0.120219,2.13547,1.56328
3.630e-02,0.119922,2.04047,1.56406
3.640e-02,0.117719,1.98516,1.57031
3.650e-02,0.114094,2.03125,1.55703
3.660e-02,0.121391,2.10813,1.56719
3.670e-02,0.119078,2.03391,1.56406
3.680e-02,0.115906,2.08703,1.57422
3.690e-02,0.123422,2.15141,1.56484
3.700e-02,0.123312,2.05266,1.56094
3.710e-02,0.120937,2.01047,1.57422
3.720e-02,0.118031,2.08875,1.56953
3.730e-02,0.122547,2.10609,1.57656
3.740e-02,0.116969,1.94484,1.57578
3.750e-02,0.121156,2.12031,1.57109
3.760e-02,0.116281,1.95719,1.57031
3.770e-02,0.12175,1.98141,1.58047
3.780e-02,0.11625,2.03453,1.58047
3.790e-02,0.118828,1.99516,1.57891
3.800e-02,0.124437,2.03547,1.58203
3.810e-02,0.119266,2.08672,1.57422
3.820e-02,0.119094,2.02937,1.57656
3.830e-02,0.117078,2.00344,1.57109
3.840e-02,0.115344,2.13,1.57969
3.850e-02,0.122297,2.09672,1.58047
3.860e-02,0.120203,2.01812,1.57812
3.870e-02,0.116078,2.13938,1.57344
3.880e-02,0.115844,2.08391,1.56953
3.890e-02,0.115641,1.99047,1.57109
3.900e-02,0.117969,1.99172,1.57344
3.910e-02,0.122672,2.12141,1.56719
3.920e-02,0.1155,1.98281,1.575
3.930e-02,0.117875,1.97313,1.57109
3.940e-02,0.122984,2.07828,1.575
3.950e-02,0.115656,2.00156,1.57422
3.960e-02,0.118188,1.96828,1.56563
3.970e-02,0.123031,2.05922,1.57031
3.980e-02,0.119172,2.05797,1.57031
3.990e-02,0.126547,2.16766,1.58125
4.000e-02,0.123844,2.055,1.57656
4.010e-02,0.11975,2.04703,1.57578
4.020e-02,0.12725,2.15016,1.56641
4.030e-02,0.124969,2.04969,1.57109
4.040e-02,0.115875,2.02266,1.57422
4.050e-02,0.112609,2.05156,1.56484
4.060e-02,0.119797,2.12625,1.55391
4.070e-02,0.117656,2.02547,1.55625
4.080e-02,0.114469,2.05781,1.55859
4.090e-02,0.121703,2.13891,1.56797
4.100e-02,0.119516,2.02875,1.55625
4.110e-02,0.116453,2.06984,1.56875
4.120e-02,0.123937,2.12,1.5625
4.130e-02,0.121672,2.02484,1.56563
4.140e-02,0.118453,2.06594,1.55938
4.150e-02,0.126094,2.09781,1.56328
4.160e-02,0.123781,2.02984,1.56172
4.170e-02,0.118156,2.06391,1.55703
4.180e-02,0.120625,2.02156,1.55703
4.190e-02,0.128078,2.01047,1.55156
4.200e-02,0.125906,1.93891,1.55859
4.210e-02,0.120391,1.99813,1.56641
4.220e-02,0.118641,1.98047,1.56797
4.230e-02,0.116672,2.08016,1.56484
4.240e-02,0.123766,2.02844,1.56563
4.250e-02,0.121766,1.96734,1.56328
4.260e-02,0.117234,2.0825,1.57031
4.270e-02,0.11675,2.01578,1.56406
4.280e-02,0.119484,1.99094,1.56016
4.290e-02,0.124641,2.09531,1.55625
4.300e-02,0.117,2.0475,1.56875
4.310e-02,0.116719,2.02422,1.56563
4.320e-02,0.119063,1.95063,1.55938
4.330e-02,0.124109,2.07578,1.56484
4.340e-02,0.119594,2.03672,1.55859
4.350e-02,0.127078,2.16203,1.55391
4.360e-02,0.124016,2.05719,1.55703
4.370e-02,0.119688,2.03516,1.55625
4.380e-02,0.127547,2.15687,1.55781
4.390e-02,0.124625,2.055,1.5625
4.400e-02,0.117703,2.01891,1.56328
4.410e-02,0.120453,2.00078,1.56172
4.420e-02,0.125531,2.10859,1.55391
4.430e-02,0.118609,2.05719,1.55078
4.440e-02,0.116281,2.00219,1.54922
4.450e-02,0.112406,2.02203,1.54453
4.460e-02,0.120297,2.09938,1.55547
4.470e-02,0.117406,2.01969,1.56406
4.480e-02,0.114203,2.01703,1.56016
4.490e-02,0.119672,2.05156,1.55781
4.500e-02,0.113687,2.10953,1.55234
4.510e-02,0.116,2.09094,1.55234
4.520e-02,0.123594,2.13047,1.56016
4.530e-02,0.12125,2.04125,1.55625
4.540e-02,0.115484,2.06859,1.56172
4.550e-02,0.117953,2.05938,1.55547
4.560e-02,0.125469,2.08516,1.55703
4.570e-02,0.123297,2.025,1.56406
4.580e-02,0.117422,2.05437,1.55313
4.590e-02,0.120141,2.03625,1.56641
4.600e-02,0.127656,2.04844,1.56484
4.610e-02,0.125469,1.99828,1.56406
4.620e-02,0.119859,2.03797,1.55625
4.630e-02,0.119625,1.99766,1.56172
4.640e-02,0.117516,1.96562,1.55938
4.650e-02,0.115297,2.06922,1.55703
4.660e-02,0.122609,2.05812,1.55703
4.670e-02,0.120531,1.99687,1.55313
4.680e-02,0.115766,2.10797,1.55859
4.690e-02,0.115656,2.06781,1.55938
4.700e-02,0.115516,1.96938,1.56328
4.710e-02,0.117969,1.94281,1.56406
4.720e-02,0.122609,2.02125,1.55781
4.730e-02,0.114922,1.99828,1.56016
4.740e-02,0.117641,1.98266,1.5625
4.750e-02,0.122484,2.09953,1.56484
4.760e-02,0.114953,2.00297,1.56172
4.770e-02,0.117563,1.99438,1.56719
4.780e-02,0.122484,2.11109,1.56172
4.790e-02,0.115219,2.01187,1.56328
4.800e-02,0.117781,1.96828,1.56563
4.810e-02,0.123047,2.03719,1.57344
4.820e-02,0.118781,2.07484,1.56641
4.830e-02,0.126391,2.20656,1.56406
4.840e-02,0.123547,2.09172,1.56094
4.850e-02,0.116641,2.01812,1.56328
4.860e-02,0.119297,1.98391,1.56094
4.870e-02,0.124625,2.08969,1.56797
4.880e-02,0.117875,2.03641,1.56953
4.890e-02,0.120547,2.01109,1.57812
4.900e-02,0.128312,2.07641,1.57109
4.910e-02,0.125781,1.98359,1.56797
4.920e-02,0.117172,1.98109,1.57266
4.930e-02,0.113906,2.04609,1.56484
4.940e-02,0.121172,2.09625,1.56719
4.950e-02,0.118859,2.00781,1.56797
4.960e-02,0.115687,2.05891,1.57344
4.970e-02,0.123437,2.12859,1.575
4.980e-02,0.123047,2.03641,1.56953
4.990e-02,0.12075,1.90453,1.56953
5.000e-02,0.117734,2.01703,1.57578
5.010e-02,0.125281,2.04859,1.56953
5.020e-02,0.122969,1.97734,1.56094
5.030e-02,0.117594,2.03141,1.56953
5.040e-02,0.120203,1.99484,1.55859
5.050e-02,0.12575,2.01531,1.56094
5.060e-02,0.120328,2.07641,1.56172
5.070e-02,0.120063,2.02453,1.56484
5.080e-02,0.118266,1.99687,1.56094
5.090e-02,0.116172,2.10453,1.56719
5.100e-02,0.123328,2.06969,1.57734
5.110e-02,0.121437,2.00531,1.56797
5.120e-02,0.116797,2.11719,1.57031
5.130e-02,0.116469,2.06469,1.56875
5.140e-02,0.11625,1.98047,1.57812
5.150e-02,0.119016,1.98078,1.57109
5.160e-02,0.123437,2.12375,1.56953
5.170e-02,0.11625,2.03547,1.56719
5.180e-02,0.116219,1.96938,1.5625
5.190e-02,0.118563,1.9625,1.56953
5.200e-02,0.123422,2.09844,1.56875
5.210e-02,0.116281,2.02266,1.56875
5.220e-02,0.118656,2.01984,1.57109
5.230e-02,0.126453,2.14906,1.56484
5.240e-02,0.123578,2.07719,1.55938
5.250e-02,0.116312,2.00953,1.57656
5.260e-02,0.118875,2.01,1.56953
5.270e-02,0.126531,2.13234,1.56719
5.280e-02,0.124,2.06125,1.56484
5.290e-02,0.116687,2.01625,1.56172
5.300e-02,0.119234,2.02422,1.55938
5.310e-02,0.12675,2.13359,1.56328
5.320e-02,0.124328,2.07016,1.56953
5.330e-02,0.117469,2.00703,1.56563
5.340e-02,0.120406,2.00844,1.56641
5.350e-02,0.125547,2.10094,1.56641
5.360e-02,0.118812,2.10578,1.56953
5.370e-02,0.1185,2.04344,1.57891
5.380e-02,0.116156,1.99672,1.57656
5.390e-02,0.1125,2.05563,1.575
5.400e-02,0.120094,2.12406,1.56406
5.410e-02,0.119891,2.03719,1.56484
5.420e-02,0.117688,2.00188,1.57422
5.430e-02,0.114359,2.08062,1.57891
5.440e-02,0.122016,2.13531,1.58281
5.450e-02,0.121828,2.05109,1.58281
5.460e-02,0.119359,2.01922,1.56953
5.470e-02,0.116547,2.10406,1.57031
5.480e-02,0.123844,2.15,1.57266
5.490e-02,0.12375,2.07187,1.56875
5.500e-02,0.123359,2.01156,1.56953
5.510e-02,0.121563,1.98109,1.57266
5.520e-02,0.115453,2.07969,1.56875
5.530e-02,0.118141,2.03688,1.56797
5.540e-02,0.125812,2.03234,1.57578
5.550e-02,0.123531,1.99922,1.56094
5.560e-02,0.117766,2.09672,1.56953
5.570e-02,0.117469,2.03875,1.57422
5.580e-02,0.120359,1.98922,1.56172
5.590e-02,0.126047,2.03281,1.56406
5.600e-02,0.120594,2.12953,1.55703
5.610e-02,0.120375,2.08625,1.56328
5.620e-02,0.120031,2.02297,1.56953
5.630e-02,0.120172,1.98594,1.56406
5.640e-02,0.118,1.93406,1.56563
5.650e-02,0.115687,2.06547,1.5625
5.660e-02,0.122969,2.04609,1.56328
5.670e-02,0.121109,2.02031,1.56719
5.680e-02,0.116312,2.1625,1.56953
5.690e-02,0.116266,2.12469,1.56875
5.700e-02,0.116156,2.02813,1.56484
5.710e-02,0.116,1.95516,1.56875
5.720e-02,0.118484,1.965,1.57578
5.730e-02,0.1235,2.10438,1.57109
5.740e-02,0.115859,2.02094,1.56563
5.750e-02,0.118203,2.01438,1.57578
5.760e-02,0.125906,2.15,1.56953
5.770e-02,0.122781,2.06266,1.57734
5.780e-02,0.118063,2.04453,1.57031
5.790e-02,0.126094,2.19859,1.56016
5.800e-02,0.123312,2.10172,1.56406
5.810e-02,0.116109,2.01313,1.56094
5.820e-02,0.118656,2.00203,1.5625
5.830e-02,0.126297,2.11969,1.56094
5.840e-02,0.12375,2.03344,1.55781
5.850e-02,0.119172,2.03859,1.55938
5.860e-02,0.127109,2.16859,1.56641
5.870e-02,0.124172,2.07938,1.55938
5.880e-02,0.117453,2.02109,1.56172
5.890e-02,0.120266,2.01313,1.56875
5.900e-02,0.127891,2.10078,1.56406
5.910e-02,0.125219,2.02891,1.56328
5.920e-02,0.116187,2.02484,1.57422
5.930e-02,0.112531,2.08781,1.57344
5.940e-02,0.120234,2.15375,1.57109
5.950e-02,0.120016,2.05156,1.58438
5.960e-02,0.117891,2.01094,1.57344
5.970e-02,0.114547,2.07203,1.56875
5.980e-02,0.121969,2.13078,1.57734
5.990e-02,0.121922,2.03453,1.57969
6.000e-02,0.119297,2.00359,1.57734
6.010e-02,0.116328,2.08125,1.57266
6.020e-02,0.124,2.12406,1.57422
6.030e-02,0.123766,2.02937,1.57344
6.040e-02,0.121437,2.00156,1.57891
6.050e-02,0.115563,2.06031,1.57969
6.060e-02,0.118422,2.01953,1.57969
6.070e-02,0.125672,1.99734,1.57344
6.080e-02,0.123656,1.96016,1.57578
6.090e-02,0.117859,2.03984,1.58047
6.100e-02,0.120656,2.00875,1.58281
6.110e-02,0.126375,2.03078,1.57969
6.120e-02,0.121078,2.09656,1.58047
6.130e-02,0.120688,2.07578,1.59375
6.140e-02,0.120547,1.98844,1.58203
6.150e-02,0.118734,1.98578,1.58594
6.160e-02,0.116297,2.11891,1.58828
6.170e-02,0.123531,2.08875,1.59219
6.180e-02,0.1235,1.97609,1.59297
6.190e-02,0.121859,1.97375,1.5875
6.200e-02,0.116703,2.09328,1.59297
6.210e-02,0.116719,2.02172,1.58906
6.220e-02,0.1165,1.9675,1.57812
6.230e-02,0.119047,1.99,1.58359
6.240e-02,0.123703,2.16016,1.57656
6.250e-02,0.116094,2.05297,1.58203
6.260e-02,0.116016,1.99313,1.57891
6.270e-02,0.118625,2.01766,1.575
6.280e-02,0.126312,2.17047,1.58203
6.290e-02,0.123437,2.09391,1.57578
6.300e-02,0.115828,2,1.57578
6.310e-02,0.118719,2.02,1.57734
6.320e-02,0.126234,2.18688,1.57578
6.330e-02,0.123453,2.10797,1.57969
6.340e-02,0.116078,2.02781,1.57891
6.350e-02,0.118547,2.04734,1.57734
6.360e-02,0.126328,2.19203,1.57891
6.370e-02,0.125937,2.12125,1.57812
6.380e-02,0.123594,2.05313,1.58281
6.390e-02,0.116406,1.99609,1.58125
6.400e-02,0.118969,2.01187,1.58125
6.410e-02,0.126781,2.15281,1.57266
6.420e-02,0.124047,2.09031,1.58203
6.430e-02,0.116969,2.03469,1.57812
6.440e-02,0.119641,2.02438,1.57422
6.450e-02,0.127375,2.18031,1.58047
6.460e-02,0.12725,2.09453,1.57266
6.470e-02,0.124656,2.01469,1.56953
6.480e-02,0.117594,2.02813,1.56094
6.490e-02,0.120344,2.03437,1.56484
6.500e-02,0.128063,2.13625,1.57344
6.510e-02,0.127672,2.07328,1.56953
6.520e-02,0.125234,2.00937,1.57266
6.530e-02,0.116422,2.02328,1.56641
6.540e-02,0.110234,2.10828,1.57266
6.550e-02,0.112938,2.08703,1.57109
6.560e-02,0.120563,2.12453,1.56719
6.570e-02,0.120359,2.04203,1.55391
6.580e-02,0.118156,2.01422,1.56953
6.590e-02,0.114609,2.11703,1.56953
6.600e-02,0.122391,2.17906,1.56953
6.610e-02,0.122281,2.08875,1.56016
6.620e-02,0.119828,2.04859,1.56953
6.630e-02,0.114234,2.13203,1.56484
6.640e-02,0.113906,2.10438,1.56641
6.650e-02,0.1165,2.06781,1.56719
6.660e-02,0.124156,2.06625,1.56484
6.670e-02,0.122094,2.02453,1.56641
6.680e-02,0.116187,2.10375,1.56797
6.690e-02,0.116156,2.05453,1.56172
6.700e-02,0.118578,2.02578,1.56094
6.710e-02,0.126266,2.03703,1.56016
6.720e-02,0.124125,2.00578,1.5625
6.730e-02,0.118437,2.09938,1.56094
6.740e-02,0.118297,2.05844,1.5625
6.750e-02,0.120859,2.01562,1.56797
6.760e-02,0.128297,2.01922,1.57109
6.770e-02,0.126453,1.99,1.56953
6.780e-02,0.121063,2.09641,1.56484
6.790e-02,0.120719,2.07047,1.57734
6.800e-02,0.120625,1.99375,1.56484
6.810e-02,0.118891,1.98391,1.56797
6.820e-02,0.116469,2.10984,1.55859
6.830e-02,0.123797,2.075,1.57344
6.840e-02,0.123516,2.01406,1.56953
6.850e-02,0.12175,2.00375,1.56328
6.860e-02,0.116906,2.13859,1.5625
6.870e-02,0.11675,2.10125,1.56328
6.880e-02,0.116516,2.03812,1.56172
6.890e-02,0.116344,2.00625,1.56016
6.900e-02,0.118828,1.96953,1.56172
6.910e-02,0.123766,2.10922,1.55781
6.920e-02,0.116141,2.01281,1.55391
6.930e-02,0.118422,2.02984,1.55
6.940e-02,0.126141,2.17234,1.54766
6.950e-02,0.123297,2.08906,1.55391
6.960e-02,0.115937,2.00328,1.55703
6.970e-02,0.118406,2.01297,1.5625
6.980e-02,0.123656,2.11063,1.56563
6.990e-02,0.116469,2.02813,1.56016
7.000e-02,0.118969,2.0425,1.55156
7.010e-02,0.126578,2.13375,1.55078
7.020e-02,0.123875,2.03109,1.55234
7.030e-02,0.119437,2.06734,1.55
7.040e-02,0.12725,2.19922,1.55859
7.050e-02,0.124641,2.0875,1.55547
7.060e-02,0.120281,2.04406,1.54922
7.070e-02,0.125125,2.1725,1.55938
7.080e-02,0.119609,1.92969,1.55234
7.090e-02,0.125156,2.02406,1.56484
7.100e-02,0.11625,2.0225,1.55859
7.110e-02,0.112484,2.07063,1.55703
7.120e-02,0.120188,2.13063,1.55859
7.130e-02,0.120125,2.07828,1.56016
7.140e-02,0.117859,2.03281,1.55859
7.150e-02,0.114469,2.06797,1.5625
7.160e-02,0.121891,2.14906,1.5625
7.170e-02,0.121766,2.06266,1.55781
7.180e-02,0.119734,2.01953,1.55156
7.190e-02,0.116078,2.08188,1.55781
7.200e-02,0.123672,2.14203,1.56406
7.210e-02,0.123406,2.05516,1.56172
7.220e-02,0.121484,2.01828,1.55859
7.230e-02,0.118047,2.09125,1.55781
7.240e-02,0.125828,2.145,1.5625
7.250e-02,0.125516,2.05406,1.55859
7.260e-02,0.123109,2.02547,1.56094
7.270e-02,0.117547,2.07266,1.56484
7.280e-02,0.117469,2.04031,1.56797
7.290e-02,0.119891,1.99203,1.56328
7.300e-02,0.127453,2.00094,1.55703
7.310e-02,0.125297,1.92766,1.56328
7.320e-02,0.119641,1.99719,1.55391
7.330e-02,0.117797,2.01766,1.55547
7.340e-02,0.115297,2.12203,1.55938
7.350e-02,0.122672,2.09594,1.56016
7.360e-02,0.122453,1.98453,1.57109
7.370e-02,0.120875,1.98219,1.56406
7.380e-02,0.115766,2.10625,1.56172
7.390e-02,0.115563,2.10172,1.5625
7.400e-02,0.115609,2.01734,1.56172
7.410e-02,0.118016,1.98562,1.56641
7.420e-02,0.122844,2.12266,1.56172
7.430e-02,0.115391,1.99797,1.55859
7.440e-02,0.114906,1.97703,1.55781
7.450e-02,0.117547,1.98516,1.5625
7.460e-02,0.122219,2.12859,1.56328
7.470e-02,0.114875,2.02859,1.56563
7.480e-02,0.114875,2.00922,1.56484
7.490e-02,0.114437,1.98547,1.56719
7.500e-02,0.116875,1.94031,1.56094
7.510e-02,0.122125,2.09516,1.56484
7.520e-02,0.114906,2.07469,1.56406
7.530e-02,0.117328,2.01031,1.55625
7.540e-02,0.125016,2.13437,1.56172
7.550e-02,0.122156,2.06109,1.56719
7.560e-02,0.117719,2.07078,1.56406
7.570e-02,0.125469,2.21094,1.5625
7.580e-02,0.125094,2.12078,1.56719
7.590e-02,0.122328,2.05219,1.56719
7.600e-02,0.115578,2.01828,1.57891
7.610e-02,0.118266,2.03219,1.57344
7.620e-02,0.125625,2.13797,1.57812
7.630e-02,0.123266,2.075,1.57266
7.640e-02,0.116141,2.04734,1.57266
7.650e-02,0.118812,2.06469,1.57109
7.660e-02,0.126437,2.1775,1.57344
7.670e-02,0.124078,2.07859,1.56641
7.680e-02,0.1175,2.05953,1.57031
7.690e-02,0.119891,2.02359,1.57109
7.700e-02,0.125672,2.08937,1.57266
7.710e-02,0.119109,2.1475,1.57109
7.720e-02,0.118797,2.10172,1.56953
7.730e-02,0.118359,2.02656,1.56797
7.740e-02,0.116297,1.96672,1.56641
7.750e-02,0.112766,2.00203,1.56797
7.760e-02,0.120172,2.12797,1.56016
7.770e-02,0.120031,2.04531,1.56016
7.780e-02,0.117766,2.01656,1.55938
7.790e-02,0.114875,2.08656,1.56484
7.800e-02,0.122312,2.13172,1.56484
7.810e-02,0.122094,2.04266,1.56563
7.820e-02,0.120031,2.01828,1.56563
7.830e-02,0.117109,2.10672,1.57031
7.840e-02,0.124531,2.1375,1.56484
7.850e-02,0.124219,2.02703,1.56094
7.860e-02,0.122109,1.9625,1.55703
7.870e-02,0.116547,2.10266,1.5625
7.880e-02,0.116281,2.06719,1.55781
7.890e-02,0.118703,2.00922,1.56719
7.900e-02,0.126219,2.00719,1.55859
7.910e-02,0.124,1.97453,1.56406
7.920e-02,0.11875,2.06156,1.56406
7.930e-02,0.118563,2.02656,1.56172
7.940e-02,0.116547,2.00594,1.56094
7.950e-02,0.114469,2.12422,1.55625
7.960e-02,0.121453,2.11437,1.5625
7.970e-02,0.121437,1.98813,1.56563
7.980e-02,0.119484,1.98359,1.56563
7.990e-02,0.114641,2.11656,1.56016
8.000e-02,0.114609,2.08,1.56484
8.010e-02,0.1145,1.99687,1.55938
8.020e-02,0.117063,1.99813,1.56563
8.030e-02,0.124375,2.13766,1.56563
8.040e-02,0.121437,2.03891,1.56797
8.050e-02,0.116609,2.00906,1.56484
8.060e-02,0.124109,2.15313,1.56172
8.070e-02,0.12125,2.06031,1.56875
8.080e-02,0.116625,2.03187,1.57031
8.090e-02,0.124391,2.16969,1.56328
8.100e-02,0.121688,2.07875,1.55938
8.110e-02,0.117203,2.03594,1.56094
8.120e-02,0.122453,2.11516,1.57109
8.130e-02,0.115281,2.1175,1.56719
8.140e-02,0.115234,2.04281,1.56563
8.150e-02,0.117844,2.0275,1.5625
8.160e-02,0.12525,2.12875,1.57266
8.170e-02,0.122688,2.01406,1.56328
8.180e-02,0.118422,2.03172,1.56094
8.190e-02,0.12625,2.13672,1.56328
8.200e-02,0.123688,2.04703,1.5625
8.210e-02,0.119734,2.06391,1.56406
8.220e-02,0.127375,2.16344,1.56641
8.230e-02,0.124547,2.07672,1.56094
8.240e-02,0.118219,2.05547,1.56719
8.250e-02,0.115984,2.00375,1.56875
8.260e-02,0.112563,2.04266,1.56797
8.270e-02,0.120344,2.09297,1.56563
8.280e-02,0.118016,2.02375,1.56328
8.290e-02,0.114766,2.07547,1.57656
8.300e-02,0.122547,2.12109,1.56328
8.310e-02,0.122156,2.02344,1.57031
8.320e-02,0.120172,1.95094,1.57656
8.330e-02,0.116672,2.05313,1.57031
8.340e-02,0.124297,2.08078,1.56875
8.350e-02,0.122094,2.01063,1.56797
8.360e-02,0.116375,2.06562,1.56797
8.370e-02,0.118953,2.0225,1.56797
8.380e-02,0.124641,2.04516,1.56563
8.390e-02,0.119406,2.10141,1.56328
8.400e-02,0.119203,2.04422,1.56641
8.410e-02,0.117125,2.02328,1.56094
8.420e-02,0.114859,2.12531,1.56172
8.430e-02,0.122203,2.08453,1.55938
8.440e-02,0.120437,2.01562,1.56016
