Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
7.490e-02,0.115172,2.01781,9.63906
7.500e-02,0.123437,2.02266,9.6375
7.510e-02,0.118078,2.02125,9.62969
7.520e-02,0.112484,2.36734,9.63672
7.530e-02,0.111969,2.26172,9.63828
7.540e-02,0.121516,2.20312,9.63672
7.550e-02,0.113109,2.13328,9.63203
7.560e-02,0.121672,2.12766,9.62813
7.570e-02,0.113516,2.08438,9.63828
7.580e-02,0.120563,2.22531,9.63984
7.590e-02,0.120563,2.08375,9.63516
7.600e-02,0.112359,2.10359,9.63828
7.610e-02,0.119578,2.22031,9.63516
7.620e-02,0.119688,2.02484,9.64141
7.630e-02,0.112297,2.12531,9.62969
7.640e-02,0.120328,2.20375,9.63828
7.650e-02,0.120406,2.07484,9.64063
7.660e-02,0.113375,2.14656,9.63438
7.670e-02,0.121563,2.20547,9.63438
7.680e-02,0.112687,2.14312,9.62891
7.690e-02,0.121203,2.11672,9.63047
7.700e-02,0.130797,2.10406,9.63672
7.710e-02,0.121563,2.02125,9.62969
7.720e-02,0.115547,2.15703,9.63594
7.730e-02,0.124359,2.14391,9.63438
7.740e-02,0.115859,2.14828,9.6375
7.750e-02,0.124922,2.03078,9.63906
7.760e-02,0.116328,2.00719,9.63047
7.770e-02,0.122906,2.13563,9.63672
7.780e-02,0.115031,2.18078,9.62891
7.790e-02,0.124437,2.04375,9.62578
7.800e-02,0.116594,2.10469,9.62891
7.810e-02,0.124312,2.22406,9.62891
7.820e-02,0.124406,2.00563,9.625
7.830e-02,0.116641,2.05391,9.62344
7.840e-02,0.124703,2.11922,9.62422
7.850e-02,0.118469,2.25734,9.625
7.860e-02,0.117656,2.06078,9.62266
7.870e-02,0.111594,2.16016,9.62266
7.880e-02,0.120188,2.16359,9.62188
7.890e-02,0.111234,2.10406,9.62188
7.900e-02,0.119844,2.06891,9.61875
7.910e-02,0.115422,2.26359,9.62813
7.920e-02,0.114797,2.09453,9.62266
7.930e-02,0.121406,2.22688,9.62813
7.940e-02,0.113172,2.21484,9.63125
7.950e-02,0.122281,2.12312,9.62578
7.960e-02,0.114266,2.1325,9.62578
7.970e-02,0.121688,2.27625,9.63125
7.980e-02,0.121688,2.08531,9.63203
7.990e-02,0.113828,2.11344,9.62969
8.000e-02,0.121359,2.21125,9.63047
8.010e-02,0.121547,2.04531,9.62734
8.020e-02,0.114219,2.10656,9.61953
8.030e-02,0.122328,2.18328,9.62109
8.040e-02,0.113031,2.02984,9.62031
8.050e-02,0.117812,2.20141,9.61641
8.060e-02,0.127172,2.28531,9.61953
8.070e-02,0.118047,2.1475,9.61953
8.080e-02,0.126547,2.11344,9.62578
8.090e-02,0.117531,2.01219,9.62578
8.100e-02,0.123547,2.14891,9.62891
8.110e-02,0.114953,2.13781,9.61953
8.120e-02,0.124016,2.04859,9.61953
8.130e-02,0.115672,2.01266,9.62109
8.140e-02,0.122844,2.12359,9.61953
8.150e-02,0.114984,2.16422,9.63125
8.160e-02,0.122344,2.25203,9.61875
8.170e-02,0.122641,2.07344,9.62656
8.180e-02,0.114781,2.08953,9.62031
8.190e-02,0.122891,2.14,9.61875
8.200e-02,0.116672,2.22859,9.61797
8.210e-02,0.116047,2.03484,9.61719
8.220e-02,0.120781,2.21922,9.60938
8.230e-02,0.111672,2.08797,9.6125
8.240e-02,0.120172,2.04813,9.60859
8.250e-02,0.115406,2.18656,9.61328
8.260e-02,0.124437,2.18188,9.61328
8.270e-02,0.115906,2.10234,9.61406
8.280e-02,0.122016,2.22797,9.60781
8.290e-02,0.114187,2.20281,9.61172
8.300e-02,0.122922,2.09156,9.61094
8.310e-02,0.115406,2.15719,9.61328
8.320e-02,0.122906,2.22938,9.60781
8.330e-02,0.122703,2.035,9.60703
8.340e-02,0.114953,1.99094,9.60391
8.350e-02,0.118391,2.21672,9.61641
8.360e-02,0.118437,2.10031,9.61406
8.370e-02,0.12725,2.09906,9.61406
8.380e-02,0.120969,2.15938,9.60938
8.390e-02,0.129516,2.14688,9.61484
8.400e-02,0.120406,2.03484,9.61094
8.410e-02,0.114312,2.14016,9.60938
8.420e-02,0.123312,2.1325,9.60391
8.430e-02,0.114812,2.04563,9.60859
8.440e-02,0.120578,2.17297,9.61016
8.450e-02,0.112563,2.17328,9.60234
8.460e-02,0.121312,2.06516,9.61016
8.470e-02,0.113719,2.04609,9.60313
8.480e-02,0.120984,2.13109,9.61406
8.490e-02,0.113547,2.18156,9.61172
8.500e-02,0.121437,2.30109,9.60938
8.510e-02,0.121531,2.08578,9.60781
8.520e-02,0.114344,2.11781,9.60938
8.530e-02,0.122922,2.10922,9.60469
8.540e-02,0.116391,2.25672,9.61016
8.550e-02,0.116063,2.115,9.61016
8.560e-02,0.125141,2.03016,9.60625
8.570e-02,0.119734,2.16078,9.61406
8.580e-02,0.128937,2.16125,9.60938
8.590e-02,0.119875,2.08859,9.59531
8.600e-02,0.1105,2.14203,9.6
8.610e-02,0.119203,1.91234,9.60547
8.620e-02,0.115312,2.12906,9.59766
8.630e-02,0.124594,2.07219,9.60703
8.640e-02,0.11675,2.06672,9.60078
8.650e-02,0.124156,2.10656,9.60234
8.660e-02,0.116656,2.24531,9.60156
8.670e-02,0.115875,2.16562,9.60703
8.680e-02,0.124188,2.04281,9.60625
8.690e-02,0.117203,2.20531,9.60078
8.700e-02,0.116672,2.03781,9.59531
8.710e-02,0.125359,2.02047,9.59531
8.720e-02,0.119219,2.17109,9.59609
8.730e-02,0.127906,2.20531,9.59766
8.740e-02,0.118828,2.09719,9.59922
8.750e-02,0.127312,2.04906,9.59922
8.760e-02,0.122688,2.24594,9.59766
8.770e-02,0.113078,2.16859,9.59375
8.780e-02,0.122063,2.07891,9.59297
8.790e-02,0.113609,2.11094,9.59219
8.800e-02,0.122766,1.97156,9.58906
8.810e-02,0.119078,2.24766,9.58594
8.820e-02,0.118422,2.12312,9.6
8.830e-02,0.110594,2.12453,9.58828
8.840e-02,0.117719,2.29109,9.59141
8.850e-02,0.118406,2.13797,9.59063
8.860e-02,0.110766,2.18922,9.59375
8.870e-02,0.118703,2.30109,9.57891
8.880e-02,0.118859,2.15359,9.59063
8.890e-02,0.127453,2.21016,9.59141
8.900e-02,0.117953,2.06797,9.59375
8.910e-02,0.126375,2.09328,9.59688
8.920e-02,0.12025,2.25813,9.58906
8.930e-02,0.119812,2.09641,9.59375
8.940e-02,0.128922,2.09531,9.58828
8.950e-02,0.119953,2.00984,9.59063
8.960e-02,0.114047,2.19984,9.59375
8.970e-02,0.122766,2.19078,9.59375
8.980e-02,0.114437,2.17281,9.59688
8.990e-02,0.123281,2.11516,9.59453
9.000e-02,0.11525,2.11094,9.59141
9.010e-02,0.124281,2.02484,9.59063
9.020e-02,0.116219,2.04937,9.5875
9.030e-02,0.123359,2.20547,9.59219
9.040e-02,0.115922,2.30672,9.59141
9.050e-02,0.115281,2.14359,9.59453
9.060e-02,0.123516,2.23062,9.59375
9.070e-02,0.123422,2.10953,9.58906
9.080e-02,0.115953,2.17375,9.59922
9.090e-02,0.124109,2.27625,9.59766
9.100e-02,0.114734,2.13156,9.59531
9.110e-02,0.122766,2.16453,9.58906
9.120e-02,0.113359,2.05187,9.59297
9.130e-02,0.121797,2.08188,9.59375
9.140e-02,0.116531,2.28109,9.60156
9.150e-02,0.115812,2.06469,9.60469
9.160e-02,0.125094,2.13203,9.59609
9.170e-02,0.116563,2.04922,9.60234
9.180e-02,0.122188,2.25969,9.59219
9.190e-02,0.122375,2.07531,9.59922
9.200e-02,0.113172,2.06156,9.59766
9.210e-02,0.119844,2.25578,9.59531
9.220e-02,0.119812,2.12703,9.59766
9.230e-02,0.111719,2.18766,9.59922
9.240e-02,0.120641,2.06125,9.59766
9.250e-02,0.113,2.05625,9.59766
9.260e-02,0.120453,2.20266,9.58906
9.270e-02,0.120875,2.05844,9.59922
9.280e-02,0.113031,2.07359,9.58828
9.290e-02,0.121172,2.22313,9.59688
9.300e-02,0.121391,2.03828,9.59141
9.310e-02,0.114047,2.18359,9.58359
9.320e-02,0.122641,2.26469,9.59141
9.330e-02,0.113609,2.11734,9.59063
9.340e-02,0.121953,2.11437,9.58516
9.350e-02,0.1315,2.14406,9.57891
9.360e-02,0.122422,2.04891,9.58203
9.370e-02,0.116063,2.18406,9.58125
9.380e-02,0.125359,2.18281,9.58203
9.390e-02,0.116687,2.12812,9.58984
9.400e-02,0.125797,1.97656,9.58984
9.410e-02,0.121828,2.22891,9.58828
9.420e-02,0.121172,2.10828,9.59141
9.430e-02,0.112859,2.10922,9.59063
9.440e-02,0.119891,2.23469,9.58672
9.450e-02,0.120344,2.09328,9.5875
9.460e-02,0.112328,2.12781,9.58672
9.470e-02,0.119906,2.23766,9.58203
9.480e-02,0.1205,2.08125,9.58672
9.490e-02,0.113203,2.14688,9.59063
9.500e-02,0.121203,2.23062,9.59063
9.510e-02,0.111828,2.11063,9.58828
9.520e-02,0.120109,2.115,9.5875
9.530e-02,0.129469,2.14547,9.59063
9.540e-02,0.120312,1.90766,9.59219
9.550e-02,0.119766,2.31078,9.59219
9.560e-02,0.119516,2.15437,9.5875
9.570e-02,0.128672,2.06047,9.59297
9.580e-02,0.124063,2.28438,9.59297
9.590e-02,0.123656,2.07859,9.59063
9.600e-02,0.114422,2.0125,9.59297
9.610e-02,0.121234,2.13828,9.59141
9.620e-02,0.113297,2.17453,9.59531
9.630e-02,0.122594,2.04828,9.58906
9.640e-02,0.114672,2.06922,9.58516
9.650e-02,0.12225,2.15703,9.58281
9.660e-02,0.115047,2.23906,9.58438
9.670e-02,0.114516,2.05578,9.58359
9.680e-02,0.123234,2.09813,9.58438
9.690e-02,0.116469,2.19891,9.58281
9.700e-02,0.125047,2.24078,9.58984
9.710e-02,0.115953,2.11328,9.58828
9.720e-02,0.124484,2.08688,9.57656
9.730e-02,0.118875,2.21531,9.57891
9.740e-02,0.127922,2.19937,9.57734
9.750e-02,0.118922,2.125,9.57578
9.760e-02,0.109578,2.07953,9.58125
9.770e-02,0.116141,2.19906,9.57969
9.780e-02,0.12575,2.16016,9.58359
9.790e-02,0.117719,2.10125,9.58281
9.800e-02,0.124766,2.24109,9.57891
9.810e-02,0.116922,2.26547,9.58359
9.820e-02,0.116312,2.07547,9.57891
9.830e-02,0.124359,2.12672,9.5875
9.840e-02,0.117391,2.20906,9.58438
9.850e-02,0.125344,2.29953,9.59531
9.860e-02,0.116219,2.09797,9.59453
9.870e-02,0.124141,2.10891,9.58594
9.880e-02,0.118344,2.21875,9.59609
9.890e-02,0.127063,2.24953,9.59297
9.900e-02,0.117859,2.11469,9.59922
9.910e-02,0.126516,2.08813,9.59375
9.920e-02,0.121688,2.25719,9.59063
9.930e-02,0.120906,2.06562,9.59141
9.940e-02,0.116516,2.20828,9.59219
9.950e-02,0.125734,2.13953,9.59922
9.960e-02,0.117484,2.11813,9.58594
9.970e-02,0.124531,2.22953,9.59063
9.980e-02,0.116672,2.25687,9.58516
9.990e-02,0.125641,2.135,9.58906
1.000e-01,0.118375,2.12891,9.58828
1.001e-01,0.126266,2.20344,9.58672
1.002e-01,0.116516,2.01844,9.5875
1.003e-01,0.120188,2.17266,9.59688
1.004e-01,0.12925,2.30859,9.59219
1.005e-01,0.119797,2.13844,9.59453
1.006e-01,0.128328,2.12922,9.59609
1.007e-01,0.119125,1.99219,9.59063
1.008e-01,0.112906,2.12219,9.59688
1.009e-01,0.121688,2.11109,9.59063
1.010e-01,0.11325,2.04547,9.5875
1.011e-01,0.118984,2.21047,9.60078
1.012e-01,0.110719,2.19297,9.58672
1.013e-01,0.119609,2.10422,9.57969
1.014e-01,0.111953,2.09141,9.58281
1.015e-01,0.119016,2.16844,9.58828
1.016e-01,0.111578,2.17625,9.59141
1.017e-01,0.119266,2.36891,9.6
1.018e-01,0.119484,2.09047,9.59531
1.019e-01,0.112141,2.19641,9.59922
1.020e-01,0.120312,2.29312,9.59531
1.021e-01,0.120703,2.06344,9.60234
1.022e-01,0.114,2.17406,9.6
1.023e-01,0.1225,2.32844,9.58906
1.024e-01,0.122906,2.04141,9.59453
1.025e-01,0.116844,2.16438,9.59609
1.026e-01,0.125969,2.15047,9.60391
1.027e-01,0.117125,2.04078,9.58984
1.028e-01,0.123078,2.19937,9.59375
1.029e-01,0.114672,2.18469,9.59531
1.030e-01,0.123484,2.06516,9.58672
1.031e-01,0.115406,2.05906,9.58906
1.032e-01,0.122375,2.16859,9.58359
1.033e-01,0.115109,2.13625,9.58438
1.034e-01,0.122547,2.29219,9.58984
1.035e-01,0.12275,2.13922,9.58594
1.036e-01,0.115125,2.15375,9.58359
1.037e-01,0.123312,2.21922,9.59219
1.038e-01,0.114063,2.07359,9.58516
1.039e-01,0.122109,2.07406,9.58672
1.040e-01,0.116422,2.19125,9.59219
1.041e-01,0.124984,2.36969,9.5875
1.042e-01,0.125375,2.05391,9.58516
1.043e-01,0.11925,2.13594,9.58594
1.044e-01,0.128281,2.1325,9.58672
1.045e-01,0.119688,2.07094,9.58359
1.046e-01,0.125844,2.21891,9.58125
1.047e-01,0.11725,2.20766,9.58516
1.048e-01,0.126312,2.11031,9.59063
1.049e-01,0.118641,2.09344,9.58438
1.050e-01,0.109984,2.12094,9.59141
1.051e-01,0.117219,2.23641,9.58672
1.052e-01,0.117437,2.07766,9.59453
1.053e-01,0.125609,2.08719,9.5875
1.054e-01,0.118656,2.16625,9.58984
1.055e-01,0.126812,2.28453,9.59141
1.056e-01,0.117359,2.13563,9.59219
1.057e-01,0.125516,2.13656,9.5875
1.058e-01,0.116422,2.0125,9.59141
1.059e-01,0.109703,2.14109,9.59141
1.060e-01,0.118453,2.14719,9.59297
1.061e-01,0.128656,2.14203,9.59766
1.062e-01,0.119422,2.10688,9.58984
1.063e-01,0.109938,2.04109,9.59141
1.064e-01,0.115969,2.22156,9.59297
1.065e-01,0.126063,2.18359,9.59297
1.066e-01,0.117766,2.16391,9.59063
1.067e-01,0.108812,2.17641,9.58516
1.068e-01,0.117844,2.07891,9.59609
1.069e-01,0.110547,2.14391,9.59219
1.070e-01,0.117828,2.25125,9.59688
1.071e-01,0.118125,2.11437,9.59219
1.072e-01,0.110594,2.16094,9.59609
1.073e-01,0.118625,2.26281,9.6
1.074e-01,0.11925,2.12172,9.59688
1.075e-01,0.127625,2.18344,9.59297
1.076e-01,0.118281,2.02234,9.59297
1.077e-01,0.111156,2.13563,9.59453
1.078e-01,0.120094,2.15219,9.59219
1.079e-01,0.129734,2.22828,9.59063
1.080e-01,0.120453,2.12641,9.59922
1.081e-01,0.129344,2.10641,9.59453
1.082e-01,0.120656,2.03906,9.59688
1.083e-01,0.115125,2.27406,9.59922
1.084e-01,0.114797,2.10484,9.60469
1.085e-01,0.12425,2.00172,9.61016
1.086e-01,0.120828,2.23625,9.61016
1.087e-01,0.120141,2.02891,9.61328
1.088e-01,0.127797,2.19859,9.61406
1.089e-01,0.120094,2.28281,9.59766
1.090e-01,0.119156,2.15156,9.59922
1.091e-01,0.111625,2.18469,9.60391
1.092e-01,0.120656,1.99328,9.59922
1.093e-01,0.113703,2.12781,9.60469
1.094e-01,0.12175,2.24469,9.60313
1.095e-01,0.112609,2.11078,9.59297
1.096e-01,0.120719,2.14812,9.60469
1.097e-01,0.129875,2.23578,9.6
1.098e-01,0.120875,2.1325,9.59375
1.099e-01,0.129344,2.125,9.6
1.100e-01,0.120016,2.03781,9.59531
1.101e-01,0.113812,2.23172,9.59531
1.102e-01,0.12275,2.25016,9.60234
1.103e-01,0.114375,2.19734,9.60313
1.104e-01,0.123344,2.15109,9.6
1.105e-01,0.114875,2.13656,9.59688
1.106e-01,0.12375,2.07016,9.59219
1.107e-01,0.116016,2.07953,9.60391
1.108e-01,0.122672,2.29703,9.60078
1.109e-01,0.122703,2.11109,9.60703
1.110e-01,0.114563,2.135,9.60156
1.111e-01,0.121828,2.28719,9.60391
1.112e-01,0.121937,2.15563,9.59688
1.113e-01,0.114437,2.19359,9.60703
1.114e-01,0.122312,2.31984,9.59922
1.115e-01,0.123125,2.17313,9.58672
1.116e-01,0.115984,2.24781,9.58828
1.117e-01,0.115172,2.11828,9.59531
1.118e-01,0.123766,2.24641,9.59688
1.119e-01,0.114781,2.06484,9.58984
1.120e-01,0.123297,2.06984,9.60156
1.121e-01,0.117875,2.23625,9.59766
1.122e-01,0.117297,2.11187,9.59766
1.123e-01,0.126672,2.07594,9.59688
1.124e-01,0.117953,2.03094,9.59453
1.125e-01,0.123937,2.21109,9.59531
1.126e-01,0.115359,2.23094,9.60156
1.127e-01,0.124406,2.1475,9.59688
1.128e-01,0.116078,2.14672,9.59922
1.129e-01,0.106938,2.18641,9.60078
1.130e-01,0.116516,2.08969,9.59531
1.131e-01,0.124703,2.18469,9.60469
1.132e-01,0.117375,2.24219,9.60234
1.133e-01,0.116563,2.15344,9.60781
1.134e-01,0.124828,2.17141,9.6
1.135e-01,0.117844,2.27047,9.59609
1.136e-01,0.117437,2.12969,9.6
1.137e-01,0.126047,2.14516,9.6
1.138e-01,0.120031,2.27766,9.59531
1.139e-01,0.119219,2.14156,9.59063
1.140e-01,0.128125,2.10625,9.59766
1.141e-01,0.122766,2.26125,9.59063
1.142e-01,0.113031,2.19953,9.59922
1.143e-01,0.121703,2.15797,9.59453
1.144e-01,0.113328,2.11453,9.59219
1.145e-01,0.121937,2.05891,9.59453
1.146e-01,0.113484,2.04219,9.59453
1.147e-01,0.119922,2.17875,9.59219
1.148e-01,0.111781,2.215,9.59375
1.149e-01,0.120875,2.10312,9.59219
1.150e-01,0.113266,2.12078,9.59219
1.151e-01,0.120672,2.21891,9.59922
1.152e-01,0.120922,2.07234,9.60156
1.153e-01,0.113422,2.09,9.60234
1.154e-01,0.121406,2.17141,9.59375
1.155e-01,0.114984,2.26125,9.59453
1.156e-01,0.114281,2.10125,9.60234
1.157e-01,0.122906,2.10813,9.60156
1.158e-01,0.11725,2.24234,9.60391
1.159e-01,0.116719,2.04469,9.59453
1.160e-01,0.122234,2.21156,9.60547
1.161e-01,0.113344,2.14453,9.60469
1.162e-01,0.122156,2.10375,9.60234
1.163e-01,0.113453,2.07766,9.60313
1.164e-01,0.12025,2.20094,9.60391
1.165e-01,0.111797,2.18203,9.60547
1.166e-01,0.120906,2.06797,9.60547
1.167e-01,0.113063,2.09078,9.60781
1.168e-01,0.120344,2.14266,9.60625
1.169e-01,0.112891,2.20312,9.60234
1.170e-01,0.120453,2.27484,9.60703
1.171e-01,0.121,2.09984,9.60547
1.172e-01,0.113844,2.1375,9.59766
1.173e-01,0.122219,2.18422,9.59922
1.174e-01,0.112828,2.03156,9.60078
1.175e-01,0.117516,2.18391,9.60234
1.176e-01,0.126766,2.28688,9.60234
1.177e-01,0.117937,2.12656,9.59297
1.178e-01,0.126719,2.07422,9.59688
1.179e-01,0.122,2.1975,9.58672
1.180e-01,0.112656,2.12141,9.58984
1.181e-01,0.119141,2.25109,9.59219
1.182e-01,0.119391,2.11547,9.58828
1.183e-01,0.111172,1.99734,9.59922
1.184e-01,0.118078,2.1575,9.59531
1.185e-01,0.11075,2.21391,9.60156
1.186e-01,0.119859,2.08406,9.6
1.187e-01,0.112984,2.09766,9.6
1.188e-01,0.120953,2.15375,9.6
1.189e-01,0.114563,2.32781,9.60234
1.190e-01,0.113984,2.09031,9.60078
1.191e-01,0.122797,2.07734,9.60703
1.192e-01,0.116969,2.18234,9.60313
1.193e-01,0.125766,2.20703,9.59609
1.194e-01,0.116719,2.09437,9.60313
1.195e-01,0.122937,2.25937,9.60547
1.196e-01,0.114031,2.20875,9.60313
1.197e-01,0.122937,2.11875,9.60625
1.198e-01,0.114812,2.07641,9.60469
1.199e-01,0.121656,2.17203,9.60547
1.200e-01,0.113453,2.19766,9.60781
1.201e-01,0.122453,2.08937,9.60078
1.202e-01,0.115359,2.09578,9.59922
1.203e-01,0.122891,2.14719,9.59297
1.204e-01,0.116219,2.25031,9.60625
1.205e-01,0.115281,2.09391,9.60625
1.206e-01,0.123703,2.14234,9.60859
1.207e-01,0.117484,2.27109,9.60078
1.208e-01,0.117016,2.05109,9.60078
1.209e-01,0.110922,2.09797,9.60781
1.210e-01,0.119531,2.20297,9.60938
1.211e-01,0.110875,2.11484,9.60625
1.212e-01,0.119563,2.06094,9.60625
1.213e-01,0.115156,2.20234,9.60469
1.214e-01,0.124516,2.17953,9.61641
1.215e-01,0.116063,2.135,9.60547
1.216e-01,0.106984,2.11953,9.60234
1.217e-01,0.113891,2.25719,9.60859
1.218e-01,0.124016,2.16,9.61016
1.219e-01,0.116766,2.20063,9.61094
1.220e-01,0.126063,1.94484,9.61094
1.221e-01,0.123797,2.20703,9.61172
1.222e-01,0.123547,2.03734,9.60391
1.223e-01,0.116203,2.08125,9.61328
1.224e-01,0.124547,2.13609,9.60547
1.225e-01,0.1185,2.25563,9.60781
1.226e-01,0.118031,2.06328,9.6125
1.227e-01,0.112109,2.16109,9.60938
1.228e-01,0.121172,2.13375,9.60703
1.229e-01,0.112297,2.10516,9.60703
1.230e-01,0.120781,2.05875,9.61016
1.231e-01,0.116563,2.23141,9.60859
1.232e-01,0.125875,2.19156,9.60625
1.233e-01,0.117797,2.15281,9.61016
1.234e-01,0.108922,2.15969,9.61094
1.235e-01,0.117609,2.05797,9.61875
1.236e-01,0.126188,2.10297,9.61719
1.237e-01,0.118531,2.20953,9.61797
1.238e-01,0.117766,2.04469,9.60781
1.239e-01,0.126016,2.1375,9.62031
1.240e-01,0.119094,2.19531,9.61406
1.241e-01,0.118547,2.03563,9.62266
1.242e-01,0.112,2.13938,9.62656
1.243e-01,0.120281,2.21906,9.61016
1.244e-01,0.111328,2.11078,9.61953
1.245e-01,0.119656,2.07406,9.6125
1.246e-01,0.114234,2.25828,9.61719
1.247e-01,0.113859,2.09094,9.61406
1.248e-01,0.123391,2.01016,9.60781
1.249e-01,0.118719,2.19391,9.61094
1.250e-01,0.128219,2.18688,9.61328
1.251e-01,0.119563,2.13375,9.60391
1.252e-01,0.11075,2.15109,9.61016
1.253e-01,0.119578,2.04625,9.60547
1.254e-01,0.111984,2.07734,9.61016
1.255e-01,0.119203,2.20516,9.60859
1.256e-01,0.119266,2.05953,9.61016
1.257e-01,0.111766,2.11828,9.60625
1.258e-01,0.11975,2.20156,9.60625
1.259e-01,0.119844,2.05437,9.60234
1.260e-01,0.112891,2.17609,9.60938
1.261e-01,0.121156,2.23531,9.60781
1.262e-01,0.111969,2.05563,9.60547
1.263e-01,0.120109,2.07656,9.59766
1.264e-01,0.114984,2.25359,9.59766
1.265e-01,0.114312,2.04703,9.59531
1.266e-01,0.120406,2.26172,9.5875
1.267e-01,0.120453,2.13594,9.59453
1.268e-01,0.111281,2.07953,9.5875
1.269e-01,0.117422,2.24969,9.57813
1.270e-01,0.1275,2.21813,9.58828
1.271e-01,0.119328,2.18641,9.5875
1.272e-01,0.110594,2.26016,9.58672
1.273e-01,0.119641,2.06937,9.59063
1.274e-01,0.112016,2.14562,9.59375
1.275e-01,0.119594,2.27078,9.59453
1.276e-01,0.119953,2.12953,9.58672
1.277e-01,0.112172,2.19031,9.59766
1.278e-01,0.120437,2.28984,9.59141
1.279e-01,0.120563,2.14516,9.58828
1.280e-01,0.129188,2.1475,9.58203
1.281e-01,0.11975,2.08469,9.58594
1.282e-01,0.127875,2.03406,9.5875
1.283e-01,0.1225,2.20938,9.58594
1.284e-01,0.112563,2.16344,9.57969
1.285e-01,0.120875,2.12891,9.58359
1.286e-01,0.112359,2.105,9.5875
1.287e-01,0.120922,2.04422,9.58438
1.288e-01,0.116797,2.26078,9.58438
1.289e-01,0.116172,2.14391,9.57734
1.290e-01,0.125875,2.07766,9.58516
1.291e-01,0.117359,2.01578,9.58125
1.292e-01,0.124234,2.19047,9.58594
1.293e-01,0.116609,2.2425,9.58203
1.294e-01,0.1255,2.12172,9.575
1.295e-01,0.117891,2.15187,9.575
1.296e-01,0.109984,2.22938,9.56875
1.297e-01,0.119078,2.12016,9.58359
1.298e-01,0.112406,2.17656,9.57109
1.299e-01,0.120016,2.30531,9.56953
1.300e-01,0.120797,2.1575,9.57109
1.301e-01,0.129297,2.17719,9.57656
1.302e-01,0.120234,2.05797,9.57422
1.303e-01,0.112984,2.06156,9.57109
1.304e-01,0.121891,2.27234,9.57891
1.305e-01,0.112969,2.16844,9.57969
1.306e-01,0.121641,2.13484,9.5875
1.307e-01,0.113281,2.22359,9.57578
1.308e-01,0.121734,2.07578,9.57969
1.309e-01,0.113297,2.04547,9.58125
1.310e-01,0.119406,2.21984,9.58281
1.311e-01,0.111453,2.26187,9.57891
1.312e-01,0.120563,2.16656,9.57656
1.313e-01,0.112578,2.24469,9.57891
1.314e-01,0.121437,2.05984,9.57813
1.315e-01,0.114547,2.10375,9.57734
1.316e-01,0.121734,2.22328,9.575
1.317e-01,0.121891,2.07203,9.575
1.318e-01,0.114406,2.13578,9.58672
1.319e-01,0.122469,2.23188,9.58359
1.320e-01,0.113328,2.09687,9.58359
1.321e-01,0.121422,2.1075,9.58828
1.322e-01,0.115453,2.26187,9.58516
1.323e-01,0.114953,2.15766,9.58203
1.324e-01,0.124,2.10562,9.58594
1.325e-01,0.118484,2.275,9.57891
1.326e-01,0.117937,2.13109,9.57734
1.327e-01,0.127141,2.10984,9.57969
1.328e-01,0.118625,2.01578,9.58672
1.329e-01,0.124656,2.16719,9.58828
1.330e-01,0.116219,2.17656,9.57656
1.331e-01,0.125078,2.09141,9.58359
1.332e-01,0.117047,2.07359,9.57969
1.333e-01,0.124141,2.17188,9.57578
1.334e-01,0.116609,2.24234,9.58359
1.335e-01,0.125641,2.08719,9.58516
1.336e-01,0.11825,2.11781,9.58516
1.337e-01,0.126281,2.18672,9.59375
1.338e-01,0.119328,2.3025,9.59219
1.339e-01,0.118594,2.15297,9.5875
1.340e-01,0.127484,2.10656,9.59219
1.341e-01,0.121594,2.21797,9.5875
1.342e-01,0.111625,2.1125,9.58594
1.343e-01,0.119984,2.07516,9.5875
1.344e-01,0.115297,2.24484,9.58984
1.345e-01,0.124125,2.20688,9.58359
1.346e-01,0.115672,2.13281,9.59063
1.347e-01,0.124578,2.05281,9.58672
1.348e-01,0.120344,2.21234,9.5875
1.349e-01,0.111984,2.20703,9.59063
1.350e-01,0.120719,2.09187,9.58672
1.351e-01,0.113531,2.09719,9.58359
1.352e-01,0.120547,2.18828,9.58828
1.353e-01,0.113594,2.24172,9.59453
1.354e-01,0.122719,2.07031,9.59219
1.355e-01,0.115875,2.11047,9.59141
1.356e-01,0.124016,2.15141,9.58984
1.357e-01,0.117578,2.23797,9.59141
1.358e-01,0.117297,2.06141,9.58281
1.359e-01,0.111109,2.19031,9.59219
1.360e-01,0.120016,2.17484,9.58281
1.361e-01,0.111016,2.08719,9.57969
1.362e-01,0.116797,2.21219,9.58203
1.363e-01,0.126641,2.21437,9.58281
1.364e-01,0.118344,2.11375,9.58516
1.365e-01,0.124641,2.20438,9.58828
1.366e-01,0.116531,2.21656,9.57813
1.367e-01,0.125578,2.095,9.58125
1.368e-01,0.118094,2.06609,9.57578
1.369e-01,0.125484,2.12328,9.56875
1.370e-01,0.118547,2.17719,9.57109
1.371e-01,0.126422,2.22938,9.57188
1.372e-01,0.11725,2.03672,9.57813
1.373e-01,0.120734,2.22297,9.57344
1.374e-01,0.111594,2.11797,9.57188
1.375e-01,0.119891,2.08734,9.57969
1.376e-01,0.114578,2.17953,9.58672
1.377e-01,0.123531,2.19937,9.57813
1.378e-01,0.114656,2.11656,9.575
1.379e-01,0.123437,2.03094,9.57422
1.380e-01,0.119516,2.36531,9.57656
1.381e-01,0.118984,2.04234,9.57969
1.382e-01,0.126219,2.12422,9.58359
1.383e-01,0.118031,2.13281,9.5875
1.384e-01,0.109516,2.15609,9.58281
